frame_id,force,position,velocity,energy,file_id,file,timestep,displacement,directory,charge density at t=-4.00,charge density at t=-3.00,charge density at t=-2.00,charge density at t=-1.00,charge density at t=-0.50,charge density at t=0.00,charge density at t=0.50,charge density at t=1.00,charge density at t=2.00,AGNI projected eta=8.00e-01,AGNI projected eta=1.23e+00,AGNI projected eta=1.88e+00,AGNI projected eta=2.89e+00,AGNI projected eta=4.43e+00,AGNI projected eta=6.80e+00,AGNI projected eta=1.04e+01,AGNI projected eta=1.60e+01,ion-ion repulsion,velocity_mag,force_fit
854,0.1324162031890352,[ 6.39523756  9.04218117 -7.41720219],[0.31102485 0.32098818 0.22153069],-857.28291588,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,854,6.1713995805015065,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.63891028400137,-3.4232499701940484,-3.1603532284321494,-2.918925994526182,-2.8299455841892045,-2.77451100462724,-2.7597544978037787,-2.790008176684789,-2.9868584999983243,0.0004756319301791143,0.010624161841779861,0.018472573496006447,-0.01358880161913695,-0.02388412452575587,-0.016145936562756837,-0.012945590498391077,-0.009590776323264848,-0.21435076476765622,0.498844380171924,0.13887477
855,0.13078459286677444,[ 6.39973776  9.04682557 -7.41399686],[0.31102149 0.32099011 0.22153028],-857.28192108,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,855,6.178617351958103,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.636433171571301,-3.419647501650256,-3.156497343222539,-2.915936422486327,-2.8280998179762724,-2.773680538220306,-2.760101364244169,-2.7916542758727156,-2.9909934330489136,0.00048675892433613894,0.010934218493019496,0.019822802866833328,-0.011064357431226772,-0.021261391248595943,-0.01393737097927005,-0.010893464622085293,-0.007673308364122484,-0.24022757773832285,0.49884334506587397,0.1369127
856,0.12915700699199678,[ 6.4042379   9.05146998 -7.41079154],[0.31101815 0.32099203 0.22152988],-857.28093801,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,856,6.1858350879361135,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.633954321693509,-3.4160458757896204,-3.1526419396672063,-2.9129543511067553,-2.8262582241941834,-2.7728605342734576,-2.7604651800973015,-2.7933232044524425,-2.995161306506402,0.0004976434273271631,0.01124145955138692,0.021169366453536103,-0.008539064372563685,-0.018636367850980672,-0.011727532869038944,-0.008840472551451949,-0.005755376265394072,-0.2660361124960437,0.49884232046384935,0.13496286
857,0.12753362330866927,[ 6.408738    9.05611443 -7.40758623],[0.31101482 0.32099396 0.22152948],-857.27996666,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,857,6.193052820202192,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6314735418076944,-3.412444912835077,-3.1487869311817613,-2.9102630157729688,-2.824420966184163,-2.772051131374406,-2.7608461225741836,-2.795015185310516,-2.9993624629215834,0.0005082813638478131,0.011545822940308006,0.022512125433297024,-0.006013098786259108,-0.01600922360643092,-0.009516572004613531,-0.0067867550908189125,-0.0038371093350998073,-0.2917735691911903,0.4988413085593298,0.1330195
858,0.12591466321598485,[ 6.41323805  9.06075891 -7.40438092],[0.31101152 0.32099588 0.22152909],-857.27900698,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,858,6.200270540523457,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6289908465025467,-3.4088445845946094,-3.14501483210461,-2.9076142620833605,-2.822588214416644,-2.7712524527602684,-2.7612443315695243,-2.796730383325736,-3.0036937126267556,0.000518668468572708,0.01184723769571583,0.023850902813812296,-0.003486701871193732,-0.013380193936019465,-0.007304694346325341,-0.004732505566572961,-0.0019186864765962368,-0.3174364523297988,0.4988403133928862,0.13109303
859,0.12430026427945622,[ 6.41773805  9.06540341 -7.40117562],[0.31100823 0.32099781 0.22152869],-857.27805895,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,859,6.207488238038443,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6265060049148445,-3.4052446862407564,-3.1412735063093957,-2.9049658326442893,-2.8207601246121743,-2.770464630219397,-2.7616599759276177,-2.798469009147775,-3.0080629809309496,0.0005288011045623631,0.012145644210964658,0.02518556047356203,-0.0009600534167688806,-0.010749452275341258,-0.005092052755080208,-0.002677867458622162,-2.3927771991501914e-07,-0.3430220020624804,0.4988393264826312,0.12917867
860,0.12269059325923118,[ 6.42223801  9.07004794 -7.39797033],[0.31100496 0.32099974 0.2215283 ],-857.27712254,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,860,6.214705925418963,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6240189718105644,-3.401645158711294,-3.1375372339036267,-2.9023178737344004,-2.8189368700970725,-2.7696999944321696,-2.762093211499153,-2.800231251395944,-3.0124646007512883,0.0005386755663701104,0.012440977691012791,0.026515936895143487,0.0015666256891500399,-0.008117214401957909,-0.002878835912050807,-0.0006230177149844613,0.0019180689664595235,-0.36852703060835373,0.4988383565099612,0.12727445
861,0.12108581664812158,[ 6.42673792  9.0746925  -7.39476504],[0.3110017  0.32100167 0.22152791],-857.2761977,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,861,6.22192360085539,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.621529610321188,-3.398045862414459,-3.1338361670278885,-2.8996705013734903,-2.817118606931963,-2.768957936320732,-2.7625441978363536,-2.8020173076552766,-3.0168988580367335,0.0005482884517999019,0.01273317723547871,0.027841882443193234,0.0040931344885532465,-0.00548367552826444,-0.0006652155654943096,0.0014318693647331216,0.0038360372844797033,-0.3939485916939455,0.4988373927991435,0.12538129
862,0.11948608477301809,[ 6.43123778  9.07933709 -7.39155975],[0.31099847 0.3210036  0.22152753],-857.27528441,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,862,6.229141264347987,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.619037898058133,-3.3944467536821854,-3.1302218668759747,-2.897023856756879,-2.8153055031615595,-2.768226996682164,-2.7630130935962507,-2.8038273760783543,-3.0213547153500366,0.0005576364525312918,0.013022180087369429,0.029163237186641912,0.006619254278543628,-0.002849049046344956,0.0015486212633423959,0.003486607828319594,0.005753461498154274,-0.41928356343276874,0.49883645225985823,0.12350019
863,0.11789153837333574,[ 6.43573759  9.0839817  -7.38835447],[0.31099525 0.32100553 0.22152714],-857.27438263,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,863,6.236358905035231,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.616543645843371,-3.390847654208523,-3.126527140333341,-2.8943780476326877,-2.813497712981796,-2.7675073491259603,-2.7635000671136987,-2.805661665323925,-3.0256675357654257,0.0005667166823651316,0.013307929679765719,0.03047986014921245,0.009144795025951486,-0.00021351959872341878,0.003762512773238597,0.005541046092663534,0.00767020241468464,-0.444529190283471,0.4988355135410098,0.121623956
864,0.1163023624529568,[ 6.44023736  9.08862635 -7.3851492 ],[0.31099205 0.32100746 0.22152676],-857.27349232,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,864,6.243576542012246,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6140467999346733,-3.3872431544439596,-3.1228314907798493,-2.891733214871036,-2.8116954065117445,-2.7667991720274374,-2.764005286990097,-2.8075203875012082,-3.030012200466667,0.0005755263194562331,0.01359036784869772,0.031791600770427524,0.011669548448856613,0.002422709094981696,0.005976281161596675,0.007595017700242968,0.009586106852137509,-0.4696825454499687,0.4988345917585826,0.11976164
865,0.1147187293034115,[ 6.44473708  9.09327102 -7.38194393],[0.31098887 0.32100939 0.22152638],-857.27261344,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,865,6.250794160622847,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6115419784607377,-3.383599494700168,-3.119134931242937,-2.8890894684144572,-2.8098987302935425,-2.766102626147736,-2.764528907096726,-2.8094037392228266,-3.034388940297622,0.0005840628000687174,0.01386943812127717,0.03309831078046733,0.014193310233124768,0.005059437699906682,0.008189752348952648,0.009648359663960803,0.011501024895712263,-0.4947407711804405,0.4988336824713758,0.117915206
866,0.11314084957485912,[ 6.44923675  9.09791572 -7.37873867],[0.31098571 0.32101132 0.221526  ],-857.27174596,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,866,6.258011762852124,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.609031224650743,-3.379817829758209,-3.1154374962048603,-2.886446938004796,-2.8081078505136623,-2.7654178928371325,-2.765071104255125,-2.811311943025924,-3.0387980166895443,0.0005923237568133575,0.014145085694114124,0.034399845393493785,0.016715879872299697,0.007696470267338372,0.01040275535932083,0.011700911987975422,0.013414809513525233,-0.5197010816630445,0.4988327856790755,0.11608254
867,0.1115689147026616,[ 6.45373638  9.10256044 -7.37553341],[0.31098257 0.32101324 0.22152562],-857.27088982,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,867,6.265229352963672,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.606517084960715,-3.3759574500340963,-3.1117392024713437,-2.8838057333665836,-2.8063229127174245,-2.7647451326688097,-2.7656320336098963,-2.813245198394549,-3.0432396627656058,0.0006003070711238117,0.014417257052718891,0.03569605932645219,0.019237053943571166,0.01033360767485972,0.012615116724036216,0.0137525124349724,0.015327311646990022,-0.5445607020589878,0.4988318949460699,0.11426362
868,0.11000309701052681,[ 6.45823597  9.1072052  -7.37232816],[0.31097945 0.32101517 0.22152525],-857.27004499,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,868,6.272446939365934,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.603999408582075,-3.3721012772191186,-3.108040088099215,-2.881165984930573,-2.8045440836950513,-2.764084530958582,-2.766211882794754,-2.8152037488621704,-3.0477141834899997,0.0006080108827876157,0.014685902575960396,0.03698681932192684,0.021756646394153138,0.012970667908784617,0.014826677810172792,0.015803012774988853,0.017238395610166844,-0.5693170846677645,0.49883102758348336,0.11246099
869,0.10844357500857749,[ 6.4627355   9.11184998 -7.36912291],[0.31097634 0.3210171  0.22152488],-857.26921143,0,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,869,6.27966450115451,silicon_data/2_Electronic_Stopping/H_Si/LDA_H_off_channel/v_0.5,-3.6014780509277604,-3.368249167263362,-3.104340163426779,-2.8785278002383787,-2.802771508766236,-2.7634362501057463,-2.766810809532265,-2.8172246040611575,-3.052221800342911,0.0006154334649761465,0.014950971138079933,0.03827198120430761,0.024274451994002688,0.015607449522508521,0.017037263538783348,0.017852249428506543,0.019147911250856166,-0.5939675024750501,0.4988301664807573,0.11067515
